"GEMS TARIFF FOR SERVICES BY CONTRACTED ANAESTHESIOLOGISTS FOR ALL OPTIONS
WITH EFFECT FROM 2026-01-01",,010 - Anaesthesiology,
1670,"Proctocolectomy, ileostomy and ileostomy pouch","R1,102.70",T
1671,Colomyotomy (Reilly operation),R945.40,T
7208,Repair of intestinal fistula (Intestine to cutaneous),R945.40,
7209,Repair of Intestinal fistula (intestine to intestine),R945.40,
7210,Repair of intestinal fistula (intestine to bladder),R945.40,
7211,"Repair of intestinal fistula (intestine to bladder), including resection of bladder and/or intestine",R945.40,
8.9,Appendix,,
1673,Drainage of appendix abscess,R787.90,T
1675,Appendicectomy,R630.70,T
8.10,Rectum and anus,,
1676,Flexible sigmoidoscopy (including rectum and anus): Hospital equipment.,R472.30,T
1677,"Sigmoidoscopy: First and subsequent, with or without biopsy",R472.30,T
1678,Plus polypectomy: ADD to sigmoidoscopy (Item 1676),R472.30,T
1679,"Sigmoidoscopy with removal of polyps, first and subsequent",R472.30,T
1681,Proctoscopy with removal of polyps: First time,R472.30,T
1683,Proctoscopy with removal of polyps: Subsequent times,R472.30,T
1685,Endoscopic fulguration of tumour,R630.70,T
1687,Anterior resection of rectum performed for carcinoma of rectum including excision of any part of proximal colon necessary,R945.40,T
1688,Total mesorectal excision with colo-anal anastomosis and defunctioning enterostomy or colostomy,"R1,102.70",T
1689,Perineal resection of rectum,R787.90,T
,Please note: Items 1691 and 1692: Abdominal and/or perineal assistant's fee to be charged additionally.,,
1691,Abdomino-perineal resection of rectum: Abdominal surgeon,"R1,102.70",T
1692,Abdomino-perineal resection of rectum: Perineal surgeon,,
1693,Abdomino-perineal resection of rectum: Local excision of rectal tumour (posterior approach),R630.70,T
1695,"Abdomino-perineal resection of rectum: Combined abdomino-anal pull-through procedure for Hirschsprung's disease, rectal agenesis or tumour","R1,102.70",T
1697,Repair of prolapsed rectum: Abdominal: Roscoe Graham Moskovitz,R945.40,T
1699,Repair of prolapsed rectum: Abdominal: Ivalon sponge,R945.40,T
1701,Repair of prolapsed rectum: Abdominal: Perineal,R630.70,T
1703,Repair of prolapsed rectum: Abdominal: Thierisch suture,R630.70,T
1705,Incision and drainage of peri-anal abscess,R472.30,T
1707,Drainage of submucous abscess,R472.30,T
1709,Drainage of ischio-rectal abscess,R472.30,T
1711,Excision of pelvi-rectal fistula,R787.90,T
1713,Excision of fistula-in-ano,R472.30,T
1715,Operation for fissure-in-ano,R472.30,T
1716,Rectal Tumour: Destruction (any method):Transanal Approach,R787.90,T
1717,"Rectal tumour: Excision, transanal approach, EXCLUDING muscularis propria (partial thickness)",R787.90,T
1718,"Rectal Tumour: Excision, Transanal Approach,INCLUDING muscularis propria(full thickness)",R787.90,T
1719,Rubber band ligation of haemorrhoids: Per haemorrhoid,R472.30,T
1721,Sclerosing injection for haemorrhoids: Per injection,,
1723,Haemorrhoidectomy,R472.30,T
1725,Drainage of external thrombosed pile,R472.30,T
1727,"DISCONTINUED 2024: 1727 [Multiple procedures (haemorrhoids, fissure, etc.)] has been
discontinued",R472.30,T
1728,"Biopsy of ano-rectal wall, for congenital megacolon",R787.90,T
1729,Excision of anal skin tags,R472.30,T
1731,Operation for low imperforate anus,R945.40,T
1733,Anoplasty: Y-V-plasty,R472.30,T
1734,Radio frequency energy delivery or implantation of biopolymers to the anal canal muscle for the treatment of faecal incontinency (endoscopy inclusive),R472.30,T
1735,"DISCONTINUED 2024: 1735 [Anal
sphincteroplasty for incontinence] has been discontinued. Refer to 7220 and 7221",R472.30,T
1737,Dilation of ano-rectal stricture,R472.30,T
1739,Closure of recto-vesical fistula,R787.90,T
1741,Closure of recto-urethral fistula,R787.90,T
1742,Bio-feedback training for faecal incontinence during anorectal manometry performed by doctor,,
7212,"Internal anal sphincter, chemodenervation",R787.90,
7213,High imperforate anus repair excluding fistula (perineal or sacroperineal access),R787.90,
7214,High imperforate anus repair excluding fistula (combined abdominal and sacroperineal access),"R1,102.70",
7215,"High imperforate anus repair including rectourethral or rectovaginal fistula (perineal or
sacroperineal access).","R1,102.70",
7216,"High imperforate anus repair including rectourethral or rectovaginal fistula (combined
transabdominal and sacroperineal accesses)","R1,102.70",
7217,"Cloaca repair, performed by
anorectovaginoplasty and urethroplasty (sacroperineal access)",R787.90,
7218,Cloaca repair performed by anorectovaginoplasty and urethroplasty (combined abdominal and sacroperineal access),"R1,102.70",
7219,"Cloaca repair performed by anorectovaginoplasty including urethroplasty and vaginal lengthening
with graft or flaps (combined abdominal and perineal access)","R1,102.70",
7220,"Adult anal sphincteroplasty, for incontinence or prolapse",R787.90,
7221,"Child anal sphincteroplasty, for incontinence or prolapse",R787.90,
8.11,Liver,,
1743,Needle biopsy of liver,R472.30,T
1745,Biopsy of liver by laparotomy,R630.70,T
1747,Drainage of liver abscess or cyst,"R1,102.70",T
1748,Body composition measured by bio-electrical impedance,,
1749,Hemi-hepatectomy: Right,"R1,417.80",T
1751,Hemi-hepatectomy: Left,"R1,417.80",T
1752,Extended right or left hepatectomy,"R1,417.80",T
1753,Partial or segmental hepatectomy,"R1,417.80",T
1754,Hepatico-jejunostomy,"R1,417.80",T
1755,Liver transplant,"R2,363.30",T
1756,Harvesting donor hepatectomy,R787.90,T
1757,Suture of liver wound or injury,"R2,048.00",T
1744,"Extensive debridement, haemostasis and packing of liver wound or injury","R2,048.00",T
1746,Re-exploration of liver wound for removal of packing,"R2,048.00",T
1758,"Complex suture of liver wound or injury, including hepatic artery ligation","R2,048.00",T
7223,"Laparoscopy: Surgical liver ablation (one or more
tumour(s)); radiofrequency, microwave, cryosurgical or other liver ablation","R1,102.70",
7224,"Open liver ablation (1 or more tumour(s)); radiofrequency, microwave, cryosurgical or other
liver ablation","R1,102.70",
7225,Percutaneous liver ablation (1 or more tumour(s)) radiofrequency or microwave,R630.70,
7226,Percutaneous liver ablation (1 or more tumour(s)) cryoablation,R630.70,
8.12,Biliary tract,,
1759,Cholecystostomy,"R1,102.70",T
1761,Cholecystectomy,R945.40,T
1762,Cholecystectomy and operative cholangiogram,R945.40,T
1763,With exploration of common bile duct,R945.40,T
1765,Exploration of common bile duct: Secondary operation,R945.40,T
1767,Reconstruction of common bile duct,R945.40,T
1768,Resection bile duct tumour with reconstruction,"R1,102.70",T
1769,Cholecysto-enterostomy or gastrostomy,R945.40,T
1772,Endoscopic placement of a nasobiliary drainage tube: ADD to ERCP (item 1778),R945.40,T
1773,Transduodenal sphincteroplasty,R945.40,T
1774,Balloon dilatation of common bile duct strictures,R945.40,T
1775,Excision choledochal cyst with reconstruction,R945.40,T
1777,Porto-enterostomy for biliary atresia,"R1,732.90",T
1766,Resection bile duct tumour: Intrahepatic,"R1,102.70",T
7227,"Choledochostomy or choledochotomy (including exploration, drainage, or calculus removal, transduodenal sphincterotomy or sphincteroplasty) includes cholecystotomy when
performed",R945.40,
7229,"Diagnostic percutaneous biliary endoscopy (T- tube or other tract) including specimen(s)
collection by brushing and/or washing, when performed",R945.40,
7234,Cholecystectomy including exploration of common duct and choledochoenterostomy,R945.40,
7235,"Cholecystectomy including exploration of common duct and transduodenal sphincterotomy or sphincteroplasty, with or without
cholangiography",R945.40,
7236,"Exploration of bile ducts for congenital atresia including liver biopsy and/or cholangiography when performed, excluding repair",R945.40,
7237,Cholecystoenterostomy; including gastroenterostomy,R945.40,
7238,Roux-en-Y; cholecystoenterostomy,"R1,102.70",
7239,Roux-en-Y; cholecystoenterostomy; including gastroenterostomy,"R1,102.70",
7240,Extrahepatic biliary ducts and gastro-intestinal tract anastomosis,"R1,102.70",
7241,Intrahepatic ducts and gastro-intestinal tract anastomosis,"R1,102.70",
7242,"Roux-en-Y, including extrahepatic biliary ducts and gastro-intestinal tract anastomosis","R1,102.70",
7243,"Roux-en-Y, including intrahepatic biliary ducts and gastro-intestinal tract anastomosis",,
7244,Extrahepatic biliary duct suture for pre-existing injury (stand-alone procedure),R945.40,
8.13,Pancreas,,
1778,Endoscopic Retrograde Cholangiopancreatography (ERCP): Endoscopy + catheterisation of pancreas duct or choledochus,R630.70,T
1779,"DISCONTINUED 2024: 1770 [Endoscopic
retrograde removal of stone(s) as for biliary and/or pancreatic duct. ADD to ERCP (item 1778)] has been discontinued. Refer to 7263;
7264; 7265; 7268",R630.70,T
1780,Gastric and duodenal intubation,,
1781,"DISCONTINUED 2024: 1781 [Procedure
(excluding laboratory tests)] has been discontinued.",,
1782,"DISCONTINUED 2024: 1782 [Endoscopic
Sphincterotomy: ADD to ERCP (item 1778)] has been discontinued. Refer to 7262; 7267",R630.70,T
1783,Drainage of pancreatic abscess,R945.40,T
1784,Debridement pancreatic necrosis,R945.40,T
1785,Internal drainage of pancreatic cyst,R945.40,T
1770,"DISCONTINUED 2024: 1770 [Endoscopic
placement of biliduodenal endoprosthesis: ADD
to ERCP (item 1778)] has been discontinued. Refer to items 7266, 7267, 7269",R945.40,T
1786,Internal drainage of pancreatic cyst with Roux-Y,R945.40,T
1787,Operative pancreatogram: ADD,,
1788,Biopsy of pancreas,R945.40,T
1789,Pancreatico-duodenectomy,"R1,260.30",T
1791,"Local, partial or subtotal pancreatectomy","R1,260.30",T
1793,Distal pancreatectomy with internal drainage,"R1,260.30",T
1790,Endoscopic cannulation of papilla with direct visualisation of pancreatic/common bile duct(s) (List separately in addition to code(s) for primary procedure),R630.70,T
1792,Near-total pancreatectomy (with preservation of duodenum),"R1,260.30",T
1794,Total pancreatectomy,"R1,260.30",T
7245,"Placement of peripancreatic drains, for acute pancreatitis; including cholecystostomy, gastrostomy, and jejunostomy",R945.40,T
7246,"Percutaneous biopsy of pancreas, with or without image guidance",R630.70,T
7247,"Near-total pancreatectomy, with preservation of
duodenum, with pancreaticojejunostomy, including splenectomy when performed","R1,260.30",T
7249,Excision of ampulla of Vater open procedure,"R1,102.70",T
7250,"Whipple-type procedure: Includes pancreatectomy, proximal subtotal with total duodenectomy, partial gastrectomy, choledochoenterostomy and gastrojejunostomy
and pancreatogastrostomy","R1,260.30",T
7251,"Pylorus-sparing, Whipple-type procedure: Including pancreatectomy, proximal subtotal with total duodenectomy, partial gastrectomy, choledochoenterostomy and gastrojejunostomy
including pancreatojejunostomy","R1,260.30",T
7252,"Pylorus-sparing, Whipple-type procedure: Including pancreatectomy, proximal subtotal with total duodenectomy, partial gastrectomy,
choledochoenterostomy and gastrojejunostomy; without pancreatogastrostomy","R1,260.30",T
7254,Marsupialisation of pancreatic cyst,"R1,102.70",T
7255,Repair of pancreas injury (pancreatorrhaphy),"R1,102.70",T
7256,"Duodenal exclusion, including gastrojejunostomy and biliary drainage, for pancreatic injury","R1,102.70",T
7257,"Side-to-side anastomosis, pancreaticojejunostomy (Puestow-type operation
or variations)","R1,102.70",T
7261,Single or multiple biopsy (Add to 1778),R630.70,T
7262,Sphincterotomy/papillotomy (Add to 1778),R630.70,T
7263,Pressure measurement of sphincter of Oddi (Add to 1778),R630.70,T
7264,Removal of calculi/debris from biliary/pancreatic duct(s) (Add to 1778),R630.70,T
7265,"With destruction of calculi, any method (e.g. mechanical, electrohydraulic, lithotripsy) (Add to
1778)",R630.70,T
7266,Cannulation of papilla with direct visualisation of pancreatic/common bile duct(s) (Add to 1778),R630.70,T
7267,"With placement of endoscopic stent into biliary or pancreatic duct, including pre- and post-dilation and guide wire passage, when performed, including sphincterotomy, when performed, each
stent (Add to 1778)",R630.70,T
7268,With removal of foreign body(s) or stent(s) for biliary/pancreatic duct(s) (Add to 1778),R630.70,T
7269,"With removal and exchange of stent(s), biliary or pancreatic duct, including pre- and post-dilation and guide wire passage, when performed, including sphincterotomy, when performed, each
stent exchanged (Add to 1778)",R630.70,T
7270,"With trans-endoscopic balloon dilation of biliary/pancreatic duct(s) or of ampulla (sphincteroplasty), including sphincterotomy,
when performed, each duct (Add to 1778)",R630.70,T
7271,"With ablation of tumour(s), polyp(s), or other lesion(s), including pre- and post-dilation and
guide wire passage, when performed (Add to 1778)",R630.70,T
8.14,Peritoneal cavity,,
1797,Pneumo-peritoneum: First,R630.70,T
1799,Pneumo-peritoneum: Repeat,R630.70,T
1800,Peritoneal lavage,,
1801,Diagnostic paracentesis: Abdomen,,
1803,Therapeutic paracentesis: Abdomen,,
1807,ADD to open procedure where procedure was performed through a laparoscope (for anaesthetic refer to modifier 0027),R787.90,T
1808,Omentectomy (separate procedures),R945.40,T
1809,Laparotomy,R630.70,T
1810,Radical removal of retro-peritoneal malignant tumours (including sacro-coccygeal and pre-sacral),"R1,102.70",T
1811,Suture of burst abdomen,"R1,102.70",T
1812,Laparotomy for control of surgical haemorrhage,"R1,417.80",T
1813,Drainage of sub-phrenic abscess,"R1,102.70",T
1815,Drainage of other intraperitoneal abscess (excluding appendix abscess): Transabdominal,R787.90,T
1817,Drainage of other intraperitoneal abscess (excluding appendix abscess): Transrectal drainage of pelvic abscess,R630.70,T
7280,Retroperitoneal exploration (Includes biopsy if performed). Stand-alone procedure,R945.40,T
7281,"Pre-peritoneal pelvic packing for traumatic haemorrhage, includes local exploration when
performed",R945.40,T
7282,"Removal of preperitoneal pelvic packing, re- exploration of pelvic wound and repacking, when performed",R945.40,T
7283,"Open drainage of retroperitoneal abscess (Including irrigation and placement of drain, if performed)",R945.40,T
7284,Open drainage of extraperitoneal lymphocele (Including irrigation),R787.90,T
9,Herniae,,
1819,Inguinal or femoral hernia: Adult,R630.70,T
1821,Inguinal or femoral hernia: Child under 14 years,R630.70,T
1823,Inguinal hernia: Infant under one year,R630.70,T
1825,Recurrent inguinal or femoral hernia,R630.70,T
1827,Strangulated hernia or femoral hernia,"R1,102.70",T
1829,Epigastric hernia,R630.70,T
1831,Umbilical hernia: Adult,R630.70,T
1833,Umbilical hernia: Child under 14 years,R630.70,T
1835,Incisional hernia,R630.70,T
1836,Implantation of mesh or other prosthesis for incisional or ventral hernia repair (List separately in addition to item for the incisional or ventral hernia repair),R630.70,T
7222,"Repair of newborn, large omphalocele or
gastroschisis (including prosthesis)","R1,102.70",
1837,"Repair of newborn omphalocele, (small or gastroschisis including primary closure)","R1,102.70",T
10,Urinary System,,
,RULES GOVERNING THE SECTION URINARY SYSTEM,,
FF.,"(a) When a cystoscopy precedes a related operation, Modifier 0013: Endoscopic examination done at an operation, applies, e.g. cystoscopy followed by transurethral (TUR) prostatectomy.  (b) When a cystoscopy precedes an unrelated operation, Modifier 0005: Multiple procedures/operations under the same anaesthetic, applies, e.g. cystoscopy for urinary tract infection followed by inguinal hernia repair.  (c) No modifier applies to item 1949: Cystoscopy, when performed together with any of items 1951 to 1973.",,
10.1,Kidney,,
1839,Renal biopsy: Per kidney: Open,R787.90,T
1841,Renal biopsy: Needle,R472.30,T
1843,Peritoneal dialysis: First day,,
1845,Peritoneal dialysis: Every subsequent day,,
1847,Haemodialysis: Per hour or part thereof,,
1849,Haemodialysis: Maximum: Eight hours,,
1851,Haemodialysis: Thereafter per week,,
1852,Continuous haemodiafiltration per day in intensive or high care unit,,
1853,Nephrectomy: Primary nephrectomy,R787.90,T
1855,Nephrectomy: Secondary nephrectomy,R787.90,T
1857,Radical with regional lymph adenectomy for tumour,R945.40,T
1859,Nephrectomy: Partial,R787.90,T
1861,Symphysiotomy for horse-shoe kidney,R945.40,T
1863,Nephro-ureterectomy,R787.90,T
1865,Nephrotomy with drainage nephrostomy,R945.40,T
1868,"Nephrolithotomy, for congenital kidney abnormality, complicated",R472.30,T
1869,Nephrolithotomy,R787.90,T
1870,Nephrolithotomy: Multiple calculi: Repeat open operation + 25%,R787.90,T
1871,Staghorn stone: Surgical,R945.40,T
1873,Suture renal laceration (renorraphy),R945.40,T
1875,"Percutaneous aspiration cyst: Nephrostomy, pyelostomy",R472.30,T
1877,Operation for renal cyst: Marsupialisation or excision,R787.90,T
1878,"Ablation of 1 or more renal tumour(s): Cryotherapy, percutaneous, unilateral ",R472.30,T
1879,Closure renal fistula,R787.90,T
1881,Pyeloplasty,R787.90,T
1882,"Pyeloplasty, complicated; with or without plastic procedure on ureter; nephropexy; nephrostomy; pyelostomy; ureteral splinting. (Secondary procedure for congenital kidney abnormality or solitary kidney)",R472.30,T
1883,Pyelostomy,R787.90,T
1885,Pyelolithotomy,R787.90,T
1887,"Complicated pyelo-lithotomy (e.g. solitary, ectopic, horse-shoe kidney or secondary operation)",R787.90,T
1889,Nephrectomy for Allograft: Living or dead,R787.90,T
1891,Perinephric abscess or renal abscess: Drainage,"R1,102.70",T
1893,Aberrant renal vessels: Repositioning with pyeloplasty,R787.90,T
1894,Auto transplantation of kidney,"R1,575.50",T
1895,Allo transplantation of kidney,"R1,575.50",T
1860,"Laparoscopic nephrectomy, partial (item 1807 may not be added to this item)","R1,576.00",T
1862,"Laparoscopic nephrectomy, includes partial ureterectomy (item 1807 may not be added to this item)","R1,576.00",T
1880,Laparoscopic ablation of renal mass or lesion(s) (item 1807 may not be added to this item),"R1,576.00",T
1890,Laparoscopic living donor nephrectomy (item 1807 may not be added to this item),"R1,576.00",T
1892,Laparoscopic drainage of lymphocele to peritoneal cavity (item 1807 may not be added to this item),"R1,576.00",T
10.2,Ureter,,
1897,Ureterorraphy: Suture of ureter,R787.90,T
1898,Ureterorraphy: Lumbar approach,R787.90,T
1899,Ureteroplasty,R787.90,T
1901,Ureterolysis,R787.90,T
1902,Ureterolysis: Lumbar approach,R787.90,T
1903,Ureterectomy only,R787.90,T
1905,Ureterolithotomy,R787.90,T
1907,Cutaneous ureterostomy: Unilateral,R787.90,T
1909,Cutaneous ureterostomy: Bilateral,R787.90,T
1911,Uretero-enterostomy: Unilateral,R787.90,T
1913,Uretero-enterostomy: Bilateral,R787.90,T
1915,Uretero-ureterostomy,R787.90,T
1917,Transuretero-ureterostomy,R787.90,T
1919,Closure of ureteric fistula,R787.90,T
1921,Immediate deligation of ureter,R787.90,T
1923,Ureterolysis for retrocaval ureter with anastomosis,R787.90,T
1924,Ureterocalicostomy,R472.30,T
1925,Uretero-pyelostomy,R787.90,T
1927,Uretero-neo-cystostomy: Unilateral,R787.90,T
1929,Uretero-neo-cystostomy: Bilateral,R787.90,T
1931,Uretero-neo-cystostomy: With Boariplasty,R787.90,T
1933,Uretero-sigmoidostomy with rectal bladder and colostomy,R787.90,T
1935,Uretero-ileal conduit,R787.90,T
1937,Replacement of ureter by bowel segment: Unilateral,R787.90,T
1939,Replacement of ureter by bowel segment: Bilateral,R787.90,T
1941,Ureterostomy-in-situ: Unilateral,R787.90,T
1943,Ureterostomy-in-situ: Bilateral,R787.90,T
1904,Ureterectomy with bladder cuff (stand alone procedure),"R1,103.30",T
1932,"Laparoscopic uretero-neocystostomy, excludes cystoscopy and ureteral stent insertion (item 1807 may not be added to this item)","R1,576.00",T
1936,Contrast injection for ileal conduit visualisation,,Refer Rule C
10.3,Bladder,,
1952,J J Stent catheter,R472.30,T
1953,With hydrodilatation of the bladder for interstitial cystitis,R472.30,T
1954,Uretroscopy,R472.30,T
1955,And bilateral ureteric catheterisation with differential function studies requiring additional attention time,R472.30,T
1957,With dilatation of the ureter or ureters,R472.30,T
1959,With manipulation of ureteral calculus,R472.30,T
1961,With removal of foreign body or calculus from urethra or bladder,R472.30,T
1963,"With fulguration or treatment of minor lesions, with or without biopsy",R472.30,T
1964,And control of haemorrhage and blood clot evacuation,R472.30,T
1965,And catheterisation of the ejaculatory duct,R472.30,T
1967,With ureteric meatotomy: Unilateral or bilateral,R472.30,T
1969,And cold biopsy,R472.30,T
1971,With cryosurgery for bladder or prostatic disease,R472.30,T
1973,"With incision fulguration, or resection of bladder neck and/or posterior urethra for congenital valves or obstructive hypertrophic bladder neck in a child",R472.30,T
1975,Ultraviolet cystoscopy for bladder tumour,R472.30,T
1976,Optic urethrotomy,R472.30,T
1977,Transurethral resection of ejaculatory duct,R472.30,T
1979,Internal urethrotomy: Female,R472.30,T
1981,Internal urethrotomy: Male,R472.30,T
1983,Transurethral resection of bladder tumour,R787.90,T
1984,Transurethral resection of bladder tumours: Large multiple tumours,R787.90,T
1985,Transurethral resection of bladder neck: Female or child,R787.90,T
1986,Transurethral resection of bladder neck: Male,R787.90,T
1987,Litholapaxy,R787.90,T
1989,Cystometrogram,R472.30,T
1991,"Flometric bladder, studies with videocystograph",R472.30,T
1992,Without videocystograph,R472.30,T
1993,Voiding cysto-urethrogram,R472.30,T
1994,Rigiscan examination,,
1995,Percutaneous aspiration of bladder,R472.30,T
1996,Bladder catheterisation: Male (not at operation),R472.30,T
1997,Bladder catheterisation: Female (not at operation),,
1999,Percutaneous cystostomy,R472.30,T
1945,Instillation of radio-opaque material for cystography or urethrocystography,R472.30,T
1947,"Instillation of anti-carcinogenic agent including retention time, but not cost of material or hydro-dilatation of bladder",R472.30,T
1949,Cystoscopy: Hospital equipment,R472.30,T
1951,And retrograde pyelography or retrograde ureteral catheterisation: Unilateral or bilateral,R472.30,T
2001,Total cystectomy: After previous urinary diversion,"R1,260.30",T
2003,Total cystectomy: With conduit construction and ureteric anastomosis,"R1,260.30",T
2005,Cystectomy with substitute bowel bladder construction with anastomosis to urethra or trigone,"R1,260.30",T
2006,Cystectomy with continent urinary diversion (e.g. Kocks Pouch),"R1,260.30",T
2007,Partial cystectomy,R945.40,T
2008,Continent urinary diversion without cystectomy (e.g. Kocks Pouch),"R1,260.30",T
2009,"Radical total cystectomy with block dissection, ileal conduit and transplantation of ureters","R1,260.30",T
2010,Reversion of temporary conduit,"R1,260.30",T
2011,Partial cystectomy with uretero-neo-cystostomy,R945.40,T
2012,Reversion of conduit with major urinary tract reconstruction,"R1,260.30",T
2013,Diverticulectomy (independent procedure): Multiple or single,R787.90,T
2014,Closure of cystostomy (stand alone procedure),R472.30,T
2015,Suprapubic cystostomy,R787.90,T
2016,Abdomino-neo-urethrostomy,R787.90,T
2017,Open loop fulguration or excision of bladder tumour,R787.90,T
2019,Operation for vesico-vaginal or urethra-vaginal fistula,R787.90,T
2020,Repair of vesico vaginal fistula: Abdominal approach,R787.90,T
2021,Vesico-plication (Hamilton Stewart),R787.90,T
2023,Vesico-urethropexy for correction or urinary incontinence: Abdominal approach,R787.90,T
2025,Vesico-urethropexy with rectus sling,R787.90,T
2027,Open operation for ureterocele: Unilateral,R787.90,T
2029,Open operation for ureterocele: Bilateral,R787.90,T
2031,Reconstruction of ectopic bladder exclusive of orthopaedic operation (if required): Initial,"R1,260.30",T
2033,Reconstruction of ectopic bladder exclusive of orthopaedic operation (if required): Subsequent,"R1,260.30",T
2035,Cutaneous vesicostomy,R787.90,T
2037,"Cystoplasty, cysto-urethraplasty, vesicolysis",R787.90,T
2039,Operation for ruptured bladder,R945.40,T
2042,Enterocystoplasty plus bowel anastomosis,R787.90,T
2043,Cysto-lithotomy,R787.90,T
2045,Excision of patent-urachus or urachal cyst,R787.90,T
2047,Drainage of perivesical or prevesical abscess,R787.90,T
2049,Evacuation of clots from bladder: Other than post-operative,R472.30,T
2050,Evacuation of clots from bladder: Post-operative,R630.70,T
2051,Simple bladder lavage: Including catheterisation,R472.30,T
2053,Bladder neck plasty: Male,R787.90,T
2057,Bladder neck plasty: Female,R787.90,T
2004,"Complete pelvic exenteration for malignancy; includes combinations of removal of bladder, urethral transplantation, with or without hysterectomy, abdominoperineal resection of rectum or colon, colostomy","R1,260.30",T
2034,"Appendico-vesicostomy, cutaneous",R787.90,T
2036,"Revision of urinary-cutaneous anastomasis, includes repair of fascial defect and hernia",,Refer Rule C
10.4,Urethra,,
2059,Open biopsy of urethra: Male,R472.30,T
2061,Open biopsy of urethra: Female,R472.30,T
2063,Dilatation of urethra stricture: By passage sound: Initial (male),R472.30,T
2065,Dilatation of urethra stricture: By passage sound: Subsequent (male),R472.30,T
2067,Dilatation of urethra stricture: By passage sound: By passage of filiform and follower (male),R472.30,T
2069,Dilatation of female urethra,R472.30,T
2071,Urethrorraphy: Suture of urethral wound or injury,R630.70,T
2073,External urethrotomy: Pendulous urethra (anterior),R472.30,T
2075,Urethraplasty: Pendulous urethra: First stage,R630.70,T
2077,Urethraplasty: Pendulous urethra: Second stage,R630.70,T
2079,Reconstruction of female urethra,R630.70,T
2081,Reconstruction or repair of male anterior urethra (one stage),R630.70,T
2083,Reconstruction or repair of prostatic or membranous urethra: First stage,R945.40,T
2085,Reconstruction or repair of prostatic or membranous urethra: Second stage,R945.40,T
2086,Reconstruction or repair of prostatic or membranous urethra: If done in one stage,R945.40,T
2087,Urethral diverticulectomy: Male or female,R630.70,T
2088,"Peri-urethral teflon injection: Male or female - fee as for cystoscopy (item 1949) plus 42,00 clinical procedure units",,
2089,Marsupialisation of urethral diverticula: Male or female,R630.70,T
2091,Total urethrectomy: Female,R787.90,T
2093,Total urethrectomy: Male,R787.90,T
2095,Drainage of simple localised perineal urinary extravasation,R787.90,T
2097,Drainage of extensive perineal and/or abdominal urinary extravasation,R787.90,T
2099,Fulguration for urethral caruncle or polyp,R472.30,T
2101,Excision of urethral caruncle,R472.30,T
2103,Simple urethral meatotomy,R472.30,T
2105,Incision of deep peri-urethral abscess: Female,R472.30,T
2107,Incision of deep peri-urethral abscess: Male,R472.30,T
2108,Sling operation for male urinary incontinence (fascia or synthetic),R472.30,T
2109,Badenoch pull-through for intractable stricture or incontinence,R787.90,T
2110,Removal/revision: Sling for male urinary incontinence (fascia or synthetic),R472.30,T
2111,External sphincterotomy,R787.90,T
2112,"Insertion of inflatable sphincter, includes pump, reservoir and cuff",R472.30,T
2113,Drainage of Skene gland abscess or cyst,R472.30,T
2114,"Repair: Inflatable sphincter, includes pump, reservoir and cuff",R472.30,T
2115,Operation for correction of male urinary incontinence with or without introduction of prostheses (excluding cost of prostheses),R787.90,T
2116,Urethral meatoplasty,R472.30,T
2117,Closure of urethrostomy or urethro-cutaneous fistula (independent procedure),R472.30,T
2118,"Removal: Inflatable sphincter, includes pump, reservoir and cuff",R472.30,T
2119,"Removal and replacement: Inflatable sphincter, includes pump, reservoir and cuff",R472.30,T
2120,"Removal and replacement: Inflatable sphincter, includes pump, reservoir and cuff, plus debridment of infected tissue",R472.30,T
2121,Closure of urethrovaginal fistula: Including diversionary procedures,R787.90,T
2070,"Transvaginal urethrolysis, includes cystoscopy",R630.70,T
2104,Debridement of external genitalia and perineum (Fourniers gangrene),R472.30,T
2106,"Debridement of external genitalia, perineum and abdominal wall (Fourniers gangrene)",R472.30,T
11,Male Genital System,,
11.1,Penis,,
2123,Biopsy of penis (independent procedure),R472.30,T
2125,Destruction of condylomata/chemo- or cryotherapy: Limited number (see item 2317),R472.30,T
2127,Destruction of condylomata/chemo-or cryotherapy: Multiple extensive,R472.30,T
2129,Electrodesiccation: Limited number,R472.30,T
2131,Electrodesiccation: Multiple extensive,R472.30,T
2132,Ligation of abnormal venous drainage,R472.30,T
2133,Circumcision: Clamp procedure,R472.30,T
2137,"Circumcision: Surgical excision other than by clamp or dorsal slit, any age",R472.30,T
2139,Circumcision: Dorsal slit of prepuce (independent procedure),R472.30,T
2141,Reconstructive operation of penis: Reconstructive operation for insertion of prostheses,R472.30,T
2143,Reconstructive operation of penis: For straightening of chordee e.g. hypospadias with or without mobilisation of urethra,R472.30,T
2145,Reconstructive operation of penis: For straightening of chordee with transplantation of prepuce,R472.30,T
2147,"Reconstructive operation of penis: For injury: Including fracture of penis and skin graft, if required",R472.30,T
2149,Reconstructive operation of penis: For epispadias distal to the external sphincter,R472.30,T
2153,Reconstructive operation for epispadias with incontinence,R472.30,T
2154,Induction of artificial erection,R472.30,T
2155,Hypospadias: Urethral reconstruction,R472.30,T
2157,Hypospadias: Subsequent procedures for repair of urethra: Total,R472.30,T
2159,"Hypospadias: Urethraplasty: Complete, one stage for hypospadias",R472.30,T
2161,Total amputation of penis: Without gland dissection,R630.70,T
2163,Total amputation of penis: With gland-dissection,R945.40,T
2165,Partial amputation of penis: With gland-dissection,R945.40,T
2167,Partial amputation of penis: Without gland-dissection,R630.70,T
