"GEMS TARIFF FOR SERVICES BY NON-CONTRACTED MEDICAL PRACTITIONERS
WITH EFFECT FROM 2026-01-01",,014 - General Medical Practice,,016 - Obstetrics and Gynaecology,,032 - Paediatricians,,
3005,Endothelial cell count,R123.20,,R126.70,,R126.70,,
3007,Potential acuity measurement,R123.20,,R126.70,,R126.70,,
3008,Contrast sensitivity test,R123.20,,R126.70,,R126.70,,
3010,Orthoptics consultation,R175.60,,R180.30,,R180.30,,
3011,Orthoptic subsequent sessions,R87.90,,R90.50,,R90.50,,
3015,Charting of visual field with manual perimeter,R492.40,,R506.30,,R506.30,,
3016,Retinal threshold test without storage facilities,R527.10,,R542.10,,R542.10,,
3017,Retinal threshold test inclusive of computer disc storage for Delta of Statpak programs,"R1,300.50",,"R1,337.50",,"R1,337.50",,
3018,Retinal threshold trend evaluation (additional to item 3017),R281.10,,R289.40,,R289.40,,
3019,Ocular muscle function with Hess screen or perimeter,R281.10,,R289.40,,R289.40,,
3020,"Special eye investigations: Pachymetry: Only when own instrument is used, per eye. Only in addition to corneal surgery",R808.80,,R831.30,,R831.30,,
3022,Digital fluorescein video angiography,"R1,195.30",,"R1,228.50",,"R1,228.50",,
3023,Digital indocyanine video angiography,"R1,933.60",,"R1,987.80",,"R1,987.80",,
3024,"Infusion of dye used during Fluorescein Angiography, Indocyanine Green Video Angiography and Photodynamic therapy. Linked to items 3022, 3023, 3031, 3039",R211.20,,R216.70,,R216.70,,
3025,Electronic tonography,R334.00,,R343.20,,R343.20,,
3026,Digital Tomography of optic nerve with Scanning Laser Ophthalmoscope (SLO). Limited to two exams per annum,R339.40,,R348.90,,R348.90,,
3027,Fundus photography,R369.20,,R379.40,,R379.40,,
3028,Optical Coherent Tomography (OCT) of Optic nerve or macula: Per eye,R703.10,,R722.60,,R722.60,,
3029,Anterior segment microphotography,R369.20,,R379.40,,R379.40,,
3030,Optical Coherence Tomography (OCT) angiography (per eye),R209.20,,R215.10,,R215.10,,
3031,Fluorescein Angiography: One or both eyes (not to be used with item 3022),R790.80,,R813.60,,R813.60,,
3032,Eyelid and orbit photography,R158.10,,R162.50,,R162.50,,
3033,"Interpretation of items 3022, 3023 and 3031 referred by other clinicians",R281.10,,R289.40,,R289.40,,
3034,Determination of lens implant power per eye,R263.60,,R271.30,,R271.30,,
3035,"Where a minor procedure usually done in the consulting rooms requires a general anaesthetic or use of an operating theatre, an additional fee may be charged",R386.80,,R397.50,,R397.50,,
3036,Corneal topography: For pathological corneas only on special motivation. For refractive surgery - may be charged once pre-operative and once post-operative per sitting (for one or both eyes),R633.00,,R650.40,,R650.40,,
3040,Femtosecond Laser: Hire Fee. For one or btoh eyes done in one session,,Refer Rule C,,Refer Rule C,,Refer Rule C,
16.2,Retina,,,,,,,
3037,Surgical treatment of retinal detachment including vitreous replacement but excluding vitrectomy,"R4,315.60",,"R5,546.30",,"R5,546.30",,
3039,Prophylaxis and treatment of retina and choroid by cryotherapy and/or diathermy and/or photocoagulation and/or laser per eye,"R1,846.00",,"R1,897.30",,"R1,897.30",,
3041,Pan retinal photocoagulation (per eye): Done in one sitting,"R2,109.20",,"R2,710.60",,"R2,710.60",,
3044,Removal of encircling band and/or buckling material,"R1,846.00",,"R1,897.30",,"R1,897.30",,
16.3,Cataract,,,,,,,
3045,Cataract: Intra-capsular,"R2,952.80",,"R3,794.80",,"R3,794.80",,
3047,Cataract: Extra-capsular (including capsulotomy),"R2,952.80",,"R3,794.80",,"R3,794.80",,
3049,Insertion of lenticulus in addition to item 3045 or item 3047 (cost of lens excluded) (modifier 0005 not applicable),"R1,002.10",,"R1,029.70",,"R1,029.70",,
3050,Repositioning of intra ocular lens,"R2,406.00",,"R3,091.60",,"R3,091.60",,
3051,Needling or capsulotomy,"R2,109.20",,"R2,349.40",,"R2,349.40",,
3052,Laser capsulotomy,"R1,846.00",,"R1,897.30",,"R1,897.30",,
3053,Surgical wavefront Aberrometer Equipment e.g. Callisto Machine,R0.00,,R0.00,,R0.00,,
3057,Removal of lenticulus,"R2,952.80",,"R3,794.80",,"R3,794.80",,
3058,Exchange of intra ocular lens,"R3,318.70",,"R4,264.50",,"R4,264.50",,
3059,Insertion of lenticulus when item 3045 or item 3047 was not executed (cost of lens excluded),"R2,952.80",,"R3,794.80",,"R3,794.80",,
3060,Use of own surgical microscope for surgery or examination (not for slit lamp microscope) (for use by ophthalmologists only),R0.00,,R72.30,,R72.30,,
16.4,Glaucoma,,,,,,,
3061,Drainage operation,"R3,481.90",,"R4,474.20",,"R4,474.20",,
3062,Implantation of aqueous shunt device/seton in glaucoma (additional to item 3061),"R1,054.90",,"R1,084.10",,"R1,084.10",,
3063,Cyclocryotherapy or cyclodiathermy,"R1,846.00",,"R1,897.30",,"R1,897.30",,
3064,Laser trabeculoplasty,"R1,846.00",,"R1,897.30",,"R1,897.30",,
3065,Removal of blood from anterior chamber,"R1,846.00",,"R1,897.30",,"R1,897.30",,
3067,Goniotomy,"R2,952.80",,"R3,794.80",,"R3,794.80",,
16.5,Intra-ocular foreign body,,,,,,,
3071,Intra-ocular foreign body: Anterior to Iris,"R2,109.20",,"R2,295.00",,"R2,295.00",,
3073,Intra-ocular foreign body: Posterior to Iris (including prophylactic thermal treatment to retina),"R2,952.80",,"R3,794.80",,"R3,794.80",,
16.6,Strabismus,,,,,,,
3074,Strabismus (whether operation performed on one eye or both): Adjustment of sutures if not done at the time of the operation. Additional fee for sterile tray (refer to item 0202),R351.40,,R361.40,,R361.40,,
3075,Strabismus (whether operation performed on one eye or both): Operation on one or two muscles,"R2,469.40",,"R3,172.80",,"R3,172.80",,
3076,Strabismus (whether operation performed on one eye or both): Operation on three or four muscles,"R2,812.70",,"R3,613.80",,"R3,613.80",,
3077,Strabismus (whether operation performed on one eye or both): Subsequent operation one or two muscles,"R2,109.20",,"R2,168.20",,"R2,168.20",,
3078,Strabismus (whether operation performed on one eye or both): Subsequent operation on three or four muscles,"R2,109.20",,"R2,710.60",,"R2,710.60",,
16.7,Globe,,,,,,,
3079,Transcleral biopsy,"R2,109.20",,"R2,385.30",,"R2,385.30",,
3080,Examination of eyes under general anaesthetic where no surgery is done,"R1,406.50",,"R1,445.80",,"R1,445.80",,
3081,Treatment of minor perforating injury,"R2,272.40",,"R2,920.20",,"R2,920.20",,
3083,Treatment of major perforating injury,"R3,761.80",,"R4,833.60",,"R4,833.60",,
3085,Enucleation or Evisceration,"R1,846.00",,"R1,897.30",,"R1,897.30",,
3087,Enucleation or Evisceration with mobile implant: Excluding cost of implant and prosthesis,"R2,249.90",,"R2,891.30",,"R2,891.30",,
3088,Hydroxyapetite insertion (additional to item 3087),R703.10,,R722.60,,R722.60,,
3089,Subconjunctival injection if not done at time of operation,R175.60,,R180.30,,R180.30,,
3090,Intra vitreal injection drug,R836.70,,R860.20,,R860.20,,
3091,Retrobulbar injection (if not done at time of operation),R281.10,,R289.40,,R289.40,,
3092,External laser treatment for superficial lesions,R931.80,,R957.80,,R957.80,,
3093,Treatment of tumours of retina or choriod by radioactive plaque and/or diathermy and/or cryotherapy and/or laser therapy and/or photocoagulation,"R2,938.80",,"R3,777.00",,"R3,777.00",,
3094,Implantation of intra vitreal drug delivery system,"R3,481.90",,"R4,474.20",,"R4,474.20",,
3095,Biopsy of vitreous body or anterior chamber contents,"R1,846.00",,"R1,897.30",,"R1,897.30",,
3096,Adding of air or gas in vitreous as a post-operative procedure or pneumo-retinopexy,"R2,109.20",,"R2,349.40",,"R2,349.40",,
3097,Anterior vitrectomy,"R3,937.40",,"R5,059.50",,"R5,059.50",,
3098,Removal of silicon from globe,"R3,937.40",,"R5,059.50",,"R5,059.50",,
3099,"Posterior vitrectomy including anterior vitrectomy, encircling of globe and vitreous replacement","R5,892.10",,"R7,571.20",,"R7,571.20",,
3100,Lensectomy done at time of posterior vitrectomy,R527.10,,R542.10,,R542.10,,
16.8,Orbit,,,,,,,
3101,Drainage of orbital abscess,"R1,846.00",,"R1,897.30",,"R1,897.30",,
3103,Orbit: Removal of tumour,"R3,375.00",,"R4,337.00",,"R4,337.00",,
3104,Removal orbital prosthesis,"R2,991.00",,"R3,843.80",,"R3,843.80",,
3105,Orbit: Exenteration,"R3,867.10",,"R4,969.10",,"R4,969.10",,
3107,Orbitotomy requiring bone flap,"R5,526.20",,"R7,101.40",,"R7,101.40",,
3108,Eye socket reconstruction,"R2,896.80",,"R3,722.70",,"R3,722.70",,
3109,Hydroxyapetite implantation in eye cavity when evisceration or enucleation was done previously,"R4,218.10",,"R5,420.80",,"R5,420.80",,
3110,Second stage hydroxyapetite implantation,"R1,933.60",,"R1,987.80",,"R1,987.80",,
16.9,Cornea,,,,,,,
3111,Contact lenses: Assessment involving preliminary fittings and tolerance visits (costs of lenses borne by patient),R0.00,F,,F,,F,
3112,"Fitting of contact lens for treatment of disease including supply of lens. Bandage contact lens as for corneal erosion, ulcer, abrasion or corneal wound.",R214.20,,R220.70,,R220.70,,
3113,"Fitting of contact lenses and instructions to patient: Includes eye examination, first fitting of the contact lenses and further post-fitting visits for one (1) year","R2,812.70",,"R3,613.80",,"R3,613.80",,
3114,Wavefront analysis (Aberometry) for customized ablation of pathological corneas prior to LASIK surgery - EQUIPMENT component only,R0.00,,"R1,425.10",,"R1,425.10",,
3115,"Fitting of only one contact lens and instructions to the patient: Eye examination, first fitting of the contact lens and further post-fitting visits for one year included","R2,334.50",,"R2,999.80",,"R2,999.80",,
3116,"Astigmatic correction with T-cuts or wedge resection in pathological corneal astigmatism following trauma, intra ocular surgery or penetrating keratoplasty","R2,109.20",,"R2,443.20",,"R2,443.20",,
3117,Removal of foreign body: On the basis of fee per consultation,R0.00,F,,F,,F,
3118,Curettage of cornea after removal of foreign body (after-care excluded),R175.60,,R180.30,,R180.30,,
3119,Tattooing,R457.10,,R469.80,,R469.80,,
3120,Excimer laser (per eye) for refractive keratectomy or Holmium laser thermo keratoplasty (LTK) (For machine hire fee for LTK: Use item 3201),"R2,109.20",,"R2,710.60",,"R2,710.60",,
3121,Corneal graft (Lamellar or full thickness),"R4,064.10",,"R5,222.10",,"R5,222.10",,
3122,Epikeratophakia,"R4,064.10",,"R5,222.10",,"R5,222.10",,
3123,Insertion of intra-corneal or intrascleral prosthesis for refractive surgery,"R3,571.90",,"R4,589.80",,"R4,589.80",,
3124,Removal of corneal stitches under microscope (maximum of 2 procedures). Additional fee for sterile tray (see item 0202),R158.10,,R162.50,,R162.50,,
3125,Keratectomy,"R2,109.20",,"R2,295.00",,"R2,295.00",,
3126,Additional to item 3120 for the use of own microkeratome used with a excimer laser,R917.00,,R942.70,,R942.70,,
3127,"Cauterisation of cornea (by chemical, thermal or cryotherapy methods)",R175.60,,R180.30,,R180.30,,
3128,Radial keratotomy or keratoplasty for astigmatism (cosmetic unless medical reasons can be proved),"R2,109.20",,"R2,710.60",,"R2,710.60",,
3129,Additional to item 3128 for the use of own diamond knives,R703.10,,R722.60,,R722.60,,
3130,Pterygium or conjunctival cyst or conjunctival tumour. No conjunctival flap or graft used,"R1,703.30",,"R1,751.00",,"R1,751.00",,
3131,Cornea: Paracentesis,R931.80,,R957.80,,R957.80,,
3132,"Lamellar keratectomy for refractive surgery (LK, ALK, MLK)","R2,109.20",,"R2,710.60",,"R2,710.60",,
3134,Pterygium or conjunctival cyst or conjunctival tumour. Conjunctival flap or graft used - stand alone procedure,"R2,043.90",,"R2,101.40",,"R2,101.40",,
3136,Conjunctival flap or graft (not for use with pterigium surgery),"R1,682.10",,"R1,729.40",,"R1,729.40",,
3138,Removal corneal epithelium and chelating agent for band keratopathy,"R1,221.90",,"R1,255.80",,"R1,255.80",,
4980,Corneal transplant: Endothelial,R0.00,,"R3,972.70",,"R3,972.70",,
4981,Preparation of corneal endothelial allograft prior to transplantation (backbench),R0.00,,,,,,
4983,Lamellar corneal surgery keratome and equipment,R0.00,ZT,R0.00,,R0.00,ZT,
4985,Corneal cross linking,R0.00,,"R2,710.30",,"R2,710.30",,
4986,Cross linking equipment hire,R0.00,,R976.00,,R976.00,,
4988,Endothelial specular microscope for donor corneas,R0.00,ZT,R0.00,,R0.00,ZT,
4989,Endothelial specular microscope for clinical use,R0.00,ZT,R0.00,,R0.00,ZT,
16.10,Ducts,,,,,,,
3133,"Probing and/or syringing, per duct",R175.60,,R180.30,,R180.30,,
3135,Insert polythene tubes,R910.40,,R935.80,,R935.80,,
3137,Excision of lacrimal sac: Unilateral,"R2,109.20",,"R2,385.30",,"R2,385.30",,
3139,Dacrocystorhinostomy (Single) with or without polythene tube,"R2,952.80",,"R3,794.80",,"R3,794.80",,
3141,Sealing Punctum surgical or by cautery: Per eye,R437.70,,R450.00,,R450.00,,
3142,Sealing Punctum with plugs: Per eye,R351.40,,R361.40,,R361.40,,
3143,Three-snip operation,R175.60,,R180.30,,R180.30,,
3145,Repair of caniculus: Primary procedure,"R2,109.20",,"R2,385.30",,"R2,385.30",,
3147,Repair of caniculus: Secondary procedure,"R2,460.60",,"R3,162.40",,"R3,162.40",,
16.11,Iris,,,,,,,
3149,Iridectomy or iridotomy by open operation as isolated procedure,"R2,109.20",,"R2,385.30",,"R2,385.30",,
3151,Excision of iris tumour,"R2,601.50",,"R3,343.00",,"R3,343.00",,
3153,Iridectomy or iridotomy by laser or photocoagulation as isolated procedure (maximum one procedure),"R1,846.00",,"R1,897.30",,"R1,897.30",,
3155,Iridocyclectomy for tumour,"R3,740.70",,"R4,806.90",,"R4,806.90",,
3157,Division of anterior synechiae as isolated procedure,"R2,109.20",,"R2,385.30",,"R2,385.30",,
3158,Repair iris as in dialysis: Anterior chamber reconstruction,"R2,109.20",,"R2,573.30",,"R2,573.30",,
16.12,Lids,,,,,,,
3161,Tarsorrhaphy,R826.00,,R849.10,,R849.10,,
3163,Excision of superficial lid tumour,R826.00,,R849.10,,R849.10,,
3165,Repair of skin laceration lid: Simple,R479.90,,R493.60,,R493.60,,
3167,Diathermy to wart on lid margin,R211.20,,R216.70,,R216.70,,
3169,Electrolysis of any number of eyelashes: Per eye,R263.60,,R271.30,,R271.30,,
3171,Excision of Meibomian cyst. Additional fee for sterile tray (see item 0202),R358.30,,R368.70,,R368.70,,
3173,Epicanthal folds,"R2,109.20",,"R2,325.60",,"R2,325.60",,
3174,Botulinus toxin injection for blepharospasm (+ item 0198 + item 0201 + item 0202),R0.00,,R451.60,,R451.60,,
3175,Botulinus toxin injection in extra-ocular muscles (+ item 0198 + item 0201+ item 0202),R0.00,,R632.30,,R632.30,,
3176,Lid operation for facial nerve paralysis including tarsorrhaphy but excluding cost of material,"R2,629.70",,"R3,379.20",,"R3,379.20",,
3168,"Removal of foreign body: Embedded, per eyelid (modifier 0005 is applicable)",R378.20,,R483.40,,R483.40,,
16.12.1,Lids: Entropion or ectropion by,,,,,,,
3177,Entropion or ectropion by Cautery,R175.60,,R180.30,,R180.30,,
3179,Entropion or ectropion by Suture,R868.60,,R892.60,,R892.60,,
3181,Entropion or ectropion by Open operation,"R1,959.60",,"R2,014.90",,"R2,014.90",,
3183,"Entropion or ectropion by Free skin, mucosal grafting or flap","R2,154.90",,"R2,215.60",,"R2,215.60",,
16.12.2,Lids: Reconstruction of eyelid,,,,,,,
3185,Staged procedure for partial or total loss of eyelid: First stage,"R3,642.10",,"R4,679.90",,"R4,679.90",,
3187,Staged procedure for partial or total loss of eyelid: Subsequent stage,"R2,896.80",,"R3,722.70",,"R3,722.70",,
3189,Full thickness eyelid laceration for tumour or injury: Direct repair,"R2,109.20",,"R2,467.00",,"R2,467.00",,
3191,Blepharoplasty: Upper lid for improvement in function (unilateral),"R2,112.10",,"R2,714.00",,"R2,714.00",,
3172,Blepharoplasty lower eyelid plus fat pad,"R2,109.20",,"R2,273.30",,"R2,273.30",,
16.12.3,Lids: Ptosis,,,,,,,
3193,"Repair by superior rectus, levator or frontalis muscle operation","R2,671.50",,"R3,433.10",,"R3,433.10",,
3195,Ptosis: By lesser procedure e.g. sling operation: Unilateral,"R2,109.20",,"R2,486.60",,"R2,486.60",,
3197,Ptosis: By lesser procedure e.g. sling operation: Bilateral,"R2,334.50",,"R2,999.80",,"R2,999.80",,
16.13,Conjunctiva,,,,,,,
3199,Repair of conjunctiva by grafting,"R2,109.20",,"R2,385.30",,"R2,385.30",,
3200,Repair of lacerated conjunctiva,R826.00,,R849.10,,R849.10,,
16.14,Eye: General,,,,,,,
,"OWN EQUIPMENT USED IN TREATMENT:
Only the owner of the equipment may charge hire fees for equipment used and not the person using the equipment.",,,,,,,
3190,Holmium laser apparatus (ophthalmic): Hire fee for one or both eyes done in one sitting,R0.00,,"R1,969.70",,"R1,969.70",,
3192,Applicable to Medical Scheme Benefits only: Item 3192: If a practitioner performs the procedure in his own facility an excimer laser theatre fee of the indicated amount per minute may be charged,R39.20,,R40.70,,R40.70,,
3196,Diamond knife: Use of own diamond knife during intraocular surgery,R0.00,,R216.70,,R216.70,,
3198,Excimer laser: Hire fee (per eye),R0.00,,"R5,134.00",,"R5,134.00",,
3201,Laser apparatus (ophthalmic): Hire fee for one or both eyes done in one sitting (Not to be used with IOL Master),R0.00,,"R1,969.70",,"R1,969.70",,
3202,Phako emulsification apparatus: Hire fee,R0.00,,"R1,969.70",,"R1,969.70",,
3203,Vitrectomy apparatus: Hire fee,R0.00,,"R2,168.20",,"R2,168.20",,
3208,Biopsy: External auditory canal,R0.00,,R280.20,,R280.20,,
17,Ear,,,,,,,
,Fitting / orientation / checking of a hearing aid: report this service using the appropriate consultation code,,,,,,,
,Repair / modification of  hearing aid: report this service using item 0201 and supply invoice ,,,,,,,
17.1,External ear (Pinna),,,,,,,
,Fitting / orientation / checking of a hearing aid: report this service using the appropriate consultation code,,,,,,,
,Repair / modification of  hearing aid: report this service using 0201 and supply invoice,,,,,,,
3267,Major congenital deformity reconstruction of external ear: Unilateral,"R2,109.20",,"R2,493.80",,"R2,493.80",,
3269,Major congenital deformity reconstruction of external ear: Bilateral,"R3,402.80",,"R4,373.00",,"R4,373.00",,
3270,Excision of superficial pre-auricular fistula,R966.80,,R993.70,,R993.70,,
3271,Partial or total reconstruction for congenital or traumatic absence or following tumour excision of external ear,R0.00,,,F,,F,
3272,Excision of complicated pre-auricular fistula,"R2,109.20",,"R2,529.90",,"R2,529.90",,
5170,Drainage: Haematoma or abscess of external ear,R0.00,,R628.90,,R628.90,,
5173,Biopsy: External ear,R0.00,,R224.30,,R224.30,,
5175,"Excision: External ear, partial, simple repair",R0.00,,"R1,147.30",,"R1,147.30",,
5176,"Excision: External ear, complete",R0.00,,"R1,207.00",,"R1,207.00",,
5171,Drainage: Abscess of external auditory canal,R215.10,,R507.70,,R507.70,,
17.2,External ear canal,,,,,,,
3204,External ear canal: Removal of foreign body: At rooms,R0.00,F,,F,,F,
3205,External ear canal: Removal of foreign body: Under general anaesthesia. Not to be used for removal of ventilation tubes (grommets),R487.00,,R500.60,,R500.60,,
3215,Meatus atresia: Repair of stenosis of cartilaginous portion,"R2,306.40",,"R2,963.60",,"R2,963.60",,
3217,Meatus atresia: Congenital,"R3,895.20",,"R5,005.50",,"R5,005.50",,
3218,Remove impacted wax (Unilateral) with the use of a microscope. Equipment not included,R239.10,,R245.80,,R245.80,,
3219,Meatus atresia: Removal of osteoma from meatus: Solitary,"R1,353.70",,"R1,391.70",,"R1,391.70",,
3220,Debridement mastoidectomy cavity with the use of a microscope (excludes loupe) - not to be used combined with item 3206,R0.00,,R418.20,,R418.20,,
3221,Meatus atresia: Removal of osteoma from meatus: Multiple,"R3,023.50",,"R3,885.10",,"R3,885.10",,
3216,"Excision: Radical, external auditory canal lesion, without neck dissection","R3,551.20",,"R4,564.20",,"R4,564.20",,
3222,"Excision: Radical, external auditory canal lesion, with neck dissection","R5,369.70",,"R6,901.40",,"R6,901.40",,
17.3,Middle ear,,,,,,,
3206,"Microscopic examination of tympanic membrane including microsuction, unilateral",R144.20,,R148.20,,R148.20,,
3207,Myringotomy: Unilateral,R740.10,,R760.90,,R760.90,,
3209,Myringotomy: Bilateral,"R1,295.20",,"R1,331.40",,"R1,331.40",,
3211,Unilateral myringotomy with insertion of ventilation tube,R787.60,,R809.60,,R809.60,,
3212,Bilateral myringotomy with insertion of unilateral ventilation tube,"R1,002.10",,"R1,029.70",,"R1,029.70",,
3213,Bilateral myringotomy with insertion of bilateral ventilation tube (modifier 0005 not applicable),"R1,378.30",,"R1,417.00",,"R1,417.00",,
3214,Reconstruction of middle ear ossicles (ossiculoplasty),"R3,585.80",,"R4,607.60",,"R4,607.60",,
3237,Exploratory tympanotomy,"R2,234.70",,"R2,871.00",,"R2,871.00",,
3242,Fenestration: Revision,R0.00,,"R2,856.90",,"R2,856.90",,
3243,Myringoplasty,"R2,109.20",,"R2,493.80",,"R2,493.80",,
3245,Functional reconstruction of tympanic membrane,"R3,895.20",,"R5,005.50",,"R5,005.50",,
3249,Stapedotomy and stapedectomy,"R3,895.20",,"R5,005.50",,"R5,005.50",,
3257,Cortical mastoidectomy,"R2,650.90",,"R3,406.20",,"R3,406.20",,
3259,Radical mastoidectomy (excluding minor procedures),"R3,901.20",,"R5,012.30",,"R5,012.30",,
3261,Muscle grafting to mastoid cavity without tympanoplasty,"R2,531.20",,"R3,252.30",,"R3,252.30",,
3263,Autogenous bone graft to mastoid cavity,"R2,531.20",,"R3,252.30",,"R3,252.30",,
3264,Tympanomastoidectomy,"R5,273.20",,"R6,776.50",,"R6,776.50",,
3265,"Reconstruction of posterior canal wall, following radical mastoid","R4,499.80",,"R5,782.50",,"R5,782.50",,
3266,Gentamycin steroids instillation into the middle ear for Ménière's disease (myringotomy and cost of material excluded),R527.10,,R542.10,,R542.10,,
5190,"Debridement: Mastoidectomy cavity, complex (anaesthesia/more than routine cleaning)",R364.70,,R582.50,,R582.50,,
5193,Implantation/replacement: Electromagnetic temporal bone conduction hearing device,"R3,860.30",,"R4,825.20",,"R4,825.20",,
5201,Revision: Mastoidectomy resulting in ttoal mastoidectomy,"R3,286.40",,"R6,562.40",,"R6,562.40",,
5202,Revision: Mastoidectomy resulting in modified radical mastoidectomy,"R3,371.00",,"R6,731.60",,"R6,731.60",,
5203,Revision: Mastoidectomy followed by tympanoplasty,"R3,473.90",,"R6,937.00",,"R6,937.00",,
5204,"Revision: Mastoidectomy, with apicectomy","R4,197.70",,"R8,382.50",,"R8,382.50",,
5191,Tympanolysis: Transcanal,"R2,098.90",,"R2,157.60",,"R2,157.60",,
5194,Removal/repair: Electromagnetic temporal bone conduction hearing device,"R2,807.00",,"R3,606.90",,"R3,606.90",,
17.4,Facial nerve,,,,,,,
17.4.1,Facial nerve: Facial nerve tests,,,,,,,
3223,Percutaneous stimulation of the facial nerve,R158.10,,R162.50,,R162.50,,
3224,Electroneurography (ENOG),"R1,318.20",,"R1,355.40",,"R1,355.40",,
17.4.2,Facial nerve: Facial nerve surgery,,,,,,,
3227,Exploration of facial nerve: Exploration of tympanomastiod segment,"R4,176.20",,"R5,367.00",,"R5,367.00",,
3228,Exploration of facial nerve: Grafting of the tympanomastoid section (including item 3227),"R6,131.00",,"R7,878.50",,"R7,878.50",,
3230,Exploration of facial nerve: Extratemporal grafting of the facial nerve,"R6,131.00",,"R7,878.50",,"R7,878.50",,
3232,Exploration of facial nerve: Facio-assessory or facio-hypoglossal anastomosis,"R2,109.20",,"R2,240.40",,"R2,240.40",,
17.5,Inner ear,,,,,,,
17.5.1,Inner ear: Audiometry,,,,,,,
2691,"Short latency brainstem evoked potentials (AEP) neurological examination, single decibel: Unilateral",R0.00,,R903.60,,R903.60,,
2692,"Short latency brainstem evoked potentials (AEP) neurological examination, single decibel: Bilateral",R0.00,,"R1,590.00",,"R1,590.00",,
2693,AEP: Audiological examination: Unilateral at a minimum of 4 decibels,R0.00,,"R1,084.10",,"R1,084.10",,
2694,AEP: Audiological examination: Bilateral at a minimum of 4 decibels,R0.00,,"R1,897.30",,"R1,897.30",,
2695,Audiology 40Hz response: Unilateral,R0.00,,R542.10,,R542.10,,
2696,Audiology 40Hz response: Bilateral,R0.00,,R957.80,,R957.80,,
2697,Mid- and long latency auditory evoked potentials: Unilateral,R0.00,,R542.10,,R542.10,,
2698,Mid- and long latency auditory evoked potentials: Bilateral,R0.00,,R957.80,,R957.80,,
2699,Electro-cochleography: Unilateral,R0.00,,R903.60,,R903.60,,
2700,Electro-cochleography: Bilateral,R0.00,,"R1,590.00",,"R1,590.00",,
2702,Total fee for audiological evaluation including bilateral AEP and bilateral electro-cochleography,R0.00,,"R2,529.90",,"R2,529.90",,
3248,Otoacoustic emission performed as a screening test,R584.10,Z,R600.60,Z,R600.60,Z,
3250,Otoacoustic emission (high risk patients only),"R1,168.70",,"R1,201.20",,"R1,201.20",,
3273,Pure tone audiometry (air conduction),R114.40,,R117.50,,R117.50,,
3274,Pure tone audiometry (bone conduction with masking),R114.40,,R117.50,,R117.50,,
3275,Impedance audiometry (tympanometry),R114.40,,R117.50,,R117.50,,
3276,"Impedance audiometry (stapedial reflex) - no charge for volume, compliance etc.",R114.40,,R117.50,,R117.50,,
3277,"Speech audiometry: Fee includes speech audiogram, speech reception threshold, discrimination score",R175.60,,R180.30,,R180.30,,
3278,"Recruitment tests: Inclusive fee (Bekesy, Fowler, etc.)",R114.40,,R117.50,,R117.50,,
17.5.2,Inner ear: Balance tests,,,,,,,
3251,Minimal caloric test (excluding consultation fee),R175.60,,R180.30,,R180.30,,
3252,Bithermal Halpike caloric test (excluding consultation fee),R351.40,,R361.40,,R361.40,,
3253,Electro-nystagmography for spontaneous and positional nystagmus,R439.10,,R451.60,,R451.60,,
3254,Video nystagmoscopy (monocular),R439.10,,R451.60,,R451.60,,
3255,Caloric test done with electronystamography,"R1,230.70",,"R1,265.10",,"R1,265.10",,
3256,Video nystagmoscopy (binocular),R879.20,,R903.60,,R903.60,,
3258,Otolith repositioning manoeuvre,R246.20,,R252.60,,R252.60,,
3260,Computerised static posturography consists of standing a patient on a Piezo-electric platform which tests the vestibular and proprioceptive systems,"R1,256.40",Z,"R1,291.80",Z,"R1,291.80",Z,
5210,"Nystagmus test: Spontaneous, including gaze and fixation nystagmus (report included)",R192.80,,R246.50,,R246.50,,
5211,"Nystagmus test: Positional, minimum of 4 positions (report included)",R172.10,,R220.00,,R220.00,,
5212,Caloric vestibular test: Each irrigation (report included),R60.40,,R77.10,,R77.10,,
5213,"Nystagmus test: Optokinetic bidirectional, foveal or peripheral stimulation (report included)",R136.10,,R174.10,,R174.10,,
5216,"Posturography: Dynamic, computerised",R474.80,,R606.70,,R606.70,,
5214,Oscillating tracking test (report included),R117.50,,R117.40,,R117.40,,
5215,Rotational testing: Sinusoidal vertical axis,R144.70,,R144.50,,R144.50,,
17.5.3,Middle and Inner Ear Surgery,,,,,,,
3233,Labyrinthectomy via the middle ear or mastoid,"R3,895.20",,"R5,005.50",,"R5,005.50",,
3240,Endolymphatic sac surgery,"R3,895.20",,"R5,005.50",,"R5,005.50",,
3244,Fenestration and occulasion of the posterior semicircular canal (FOS) for benign paroxysmal positioning vertigo (BPPV),"R4,359.10",,"R5,601.50",,"R5,601.50",,
3246,Cochlear implant surgery,"R4,788.30",,"R6,153.00",,"R6,153.00",,
5196,"Inplantation: Osseo-integrated temporal bone implant, percutaneous attachment to external speech processor or cochlear stimulator, without mastoidectomy",R0.00,,"R3,836.60",,"R3,836.60",,
5197,"Inplantation: Osseo-integrated temporal bone implant, percutaneous attachment to external speech processor or cochlear stimulator, with mastoidectomy",R0.00,,"R4,860.00",,"R4,860.00",,
5199,Revision: Stapedectomy or stapedotomy,R0.00,,"R4,552.30",,"R4,552.30",,
3241,Fenestration: Semicircular canal,,Refer Rule C,,Refer Rule C,,Refer Rule C,
17.6,Microsurgery of the skull base,,,,,,,
