1567,Bochdalek hernia repair in newborn,"R4,827.50",
1568,Hiatus hernia and diaphragmatic repair: Revision after previous repair,"R7,241.20",
1569,Heller's operation,"R4,827.50",
1570,"Oesophagomyotomy: Laparoscopic, with fundoplication if performed (Heller type procedure)","R7,291.10",
1571,Oesophagomyotomy: Thoracic approach (Heller type procedure),"R6,043.70",
1575,Insertion of indwelling oesophageal tube by laparotomy,"R2,742.20",
1576,Oesophagogastric lengthening procedure (e.g. Collis or wedge gastroplasty): ADD to major procedure (modifier 0005 does not apply),R932.60,
1578,Oesophageal motility (4 channel + pneumograph),"R2,510.50",
1579,"Oesophageal substitution (without oesophagectomy) using colon, small bowel or stomach","R10,040.90",
1580,Oesophageal motility (6 Channel + pneumograph + pH pull-through),"R2,761.50",
1581,Removal of benign oesophageal tumours,"R5,503.60",
1582,Oesophageal motility (4 or 6 channel + pneumograph - ECG + provocative tests for oesophageal spasm vs. myocardial ischaemia),"R3,765.50",
1583,Excision of intrathoracic oesophageal diverticulum,"R6,275.90",
1584,24 Hour oesophageal pH studies: Hire fee (Item 0201 applicable for pro-rata of probe: 50 examinations per glass electrode pH probe and 10 examinations per antimone pH probe),"R1,380.60",
1585,24 Hour oesophageal pH studies: Interpretation,R678.00,
5710,"Para-oesophageal hiatal hernia repair, including fundoplication, without mesh or other prosthesis: Laparotomy (not applicable to neonatal surgery)","R6,721.30",
5711,"Para-oesophageal hiatal hernia repair, including fundoplication, with mesh or other prosthesis: Laparotomy (not applicable to neonatal surgery)","R7,298.30",
5712,"Para-oesophageal hiatal hernia repair, including fundoplication, without mesh or other prosthesis: Thoracotomy (not applicable to neonatal surgery)","R7,377.60",
5713,"Para-oesophageal hiatal hernia repair, including fundoplication, with mesh or other prosthesis: Thoracotomy (not applicable to neonatal surgery)","R7,949.10",
5714,"Para-oesophageal hiatal hernia repair, including fundoplication, without mesh or other prosthesis: Thoraco-abdominal approach (not applicable to neonatal surgery)","R8,709.70",
5715,"Para-oesophageal hiatal hernia repair, including fundoplication, with mesh or other prosthesis: Thoraco-abdominal approach (not applicable to neonatal surgery)","R9,507.00",
5716,"Para-oesophageal hiatal hernia repair, including fundoplication, without mesh or other prosthesis: Laparoscopic (not applicable to neonatal surgery)","R8,948.80",
5717,"Para-oesophageal hiatal hernia repair, including fundoplication, with mesh or other prosthesis: Laparoscopic (not applicable to neonatal surgery)","R10,055.00",
1562,"Plus endoscopic therapy for gastro-oesophageal reflux or Barrett's oesophagus (by radiofrequency, implantation or endoscopic plication): ADD to upper gastrointestinal endoscopy (item 1587) (accessories and hire of generator additional)",,Refer Rule C
8.6,Stomach,,
1587,Upper gastro-intestinal endoscopy: Hospital equipment,"R1,223.90",
1588,Plus polypectomy: ADD to gastro-intestinal endoscopy (Item 1587),R627.60,
1589,"Endoscopic control of gastrointestinal haemorrhage from upper gastrointestinal tract, intestines or large bowel by injection, ligation or application of energy device (endoscopic haemostasis) to be added to gastroscopy (item 1587) or colonoscopy (item 1653)",R853.30,
1591,Plus removal of foreign bodies (stomach): ADD to gastro-intestinal endoscopy (Item 1587),R627.60,
1593,Augmented histamine test: Gastric intubation with x-ray screening,R125.40,
1597,"DISCONTINUED 2024: Item 1597 [Gastrostomy or gastrotomy] has been discontinued. Refer to items 7203. 7204, 7205, 7206, 7207","R3,702.60",
1598,Gastrotomy with suture repair of bleeding ulcer,"R6,305.90",
1599,Pyloromyotomy (Rammstedt),"R2,911.90",
1601,Local excision of ulcer or benign neoplasm,"R3,777.40",
1603,Vagotomy: Abdominal,"R2,896.40",
1604,Vagotomy: Thoracic,"R2,896.40",
1605,Truncal or selective with drainage procedures,"R4,827.50",
1607,Vagotomy and antrectomy,"R6,179.30",
1609,Highly selective vagotomy,"R4,827.50",
1611,Pyloroplasty,"R3,479.60",
1613,Gastroenterostomy,"R3,931.70",
1615,Suture of perforated gastric or duodenal ulcer or wound or injury,"R3,861.70",
1617,Partial gastrectomy,"R6,339.50",
1619,Total gastrectomy,"R7,423.30",
1621,Revision of gastrectomy or gastro-enterostomy,"R7,241.20",
1625,Gastro-esophageal operation for portal hypertension (Tanner),"R7,241.20",
7200,Trans-duodenal repositioning of oro- or naso- gastric feeding tube.,R658.40,
7201,"Percutaneous gastrostomy tube change. Includes removal, when performed, without
imaging or endoscopic guidance. (excluding gastrostomy tract revision)",R234.60,
7202,"Percutaneous gastrostomy tube change/replacement, without imaging or
endoscopic guidance (including gastrostomy tract revision)",R537.90,
7203,Gastrotomy with exploration or foreign body removal,"R4,892.70",
7204,Gastrostomy (Stand-alone procedure),"R4,524.70",
7205,Gastrostomy for Neonatal feeding,"R6,706.40",
7206,Open gastrostomy (including construction of gastric tube),"R3,724.40",
7207,Laparoscopic gastrostomy (without gastric tube) - Stand-alone procedure,"R3,724.40",
8.7,Duodenum,,
1626,Endoscopic examination of the small bowel beyond the duodenojenunal flexure with biopsy with or without polypectomy with or without arrest of haemorrhage (enteroscopy),"R3,012.20",
1627,Duodenal intubation (under X-ray screening),R200.70,
1629,Duodenal intubation with biliary drainage after gall bladder stimulation,R527.20,
1631,Duodenal intubation: Under 3 years of age,R376.70,
8.8,Intestines,,
1632,H2 breath test (intestines),R226.40,
1633,Complete test using lactose or lactulose,R678.00,
1634,Enterotomy or Enterostomy,"R3,912.30",
1635,Intestinal obstruction of the newborn,"R4,634.30",
1636,Oral food challenge test,R353.80,
1637,Operation for relief of intestinal obstruction,"R4,634.30",
1638,"Resection of small bowel for congenital atresia, proximal segment, without tapering","R3,783.60",
1639,Resection of small bowel with enterostomy or anastomosis,"R4,728.90",
1640,"Resection of small bowel for congenital atresia, proximal segment, with tapering","R8,324.80",
1641,Entero-enterostomy or entero-colostomy for bypass,"R4,114.90",
1642,"Gastrointestinal tract imaging, intraluminal (e.g. video capsule endoscopy): Hire fee (item 0201 applicable for video capsule - disposable single patient use) (Please note: All patients should have had a normal gastroscopy and colonoscopy)","R2,896.40",
1643,"Gastrointestinal tract imaging, intraluminal (e.g. video capsule endoscopy), oesophagus through ileum: Doctor interpretation and report","R2,259.20",
1644,"Enterectomy, resection of small intestine for congenital atresia, single resection and anastomosis of proximal segment of intestine; each additional resection and anastomosis (List separately in addition to code for primary","R1,441.60",
1645,"Suture of intestine (small or large): Perforated ulcer, wound or injury","R4,649.00",
1646,"Correction by lysis of malrotated of duodenal adhesions and/or volvulus reduction (e.g. Ladd’s
procedure)","R9,101.20",
1647,"DISCONTINUED 2024: 1647 [Closure of
intestinal fistula] has been discontinued. Refer to 7208, 7209, 7210; 7211","R4,982.00",
1649,Excision of Meckel's diverticulum,"R3,471.70",
1651,Excision of lesion of mesentery,"R3,313.50",
1652,Laparotomy for mesenteric thrombosis,"R5,793.10",
1653,Total colonoscopy: With hospital equipment (including biopsy),"R2,259.20",
1654,Plus removal of polyps: ADD to colonoscopy (Item 1653),R752.80,
1656,Left-sided colonoscopy,"R1,506.40",
1657,Right or left hemicolectomy or segmental colectomy,"R6,275.60",
1658,Reconstruction of colon after Hartman’s procedure,"R6,940.00",
1659,Surgeon present assisting with air enema for reduction of intussuception (Paediatric surgeons add modifier 0016),"R1,170.00",
1660,Mini-laparotomy and insertion of peritoneal drain for perforated necrotising enterocolitis in Neonatal Intensive Care Unit (NICU) (Paediatric surgeons add modifier 0016),R395.90,
1661,Colotomy: Including removal of tumour or foreign body,"R3,972.20",
1663,Total colectomy,"R7,530.50",
1665,Colostomy or ileostomy isolated procedure,"R4,514.30",
1666,Continent ileostomy pouch (all types),"R5,793.10",
1667,Colostomy: Closure,"R3,458.20",
1668,Revision of ileostomy pouch,"R7,241.20",
1669,Total proctocolectomy and ileostomy,"R9,268.40",
1670,"Proctocolectomy, ileostomy and ileostomy pouch","R10,427.20",
1671,Colomyotomy (Reilly operation),"R3,572.40",
7208,Repair of intestinal fistula (Intestine to cutaneous),"R8,517.80",
7209,Repair of Intestinal fistula (intestine to intestine),"R8,789.00",
7210,Repair of intestinal fistula (intestine to bladder),"R8,074.20",
7211,"Repair of intestinal fistula (intestine to bladder), including resection of bladder and/or intestine","R9,394.90",
8.9,Appendix,,
1673,Drainage of appendix abscess,"R2,896.40",
1675,Appendicectomy,"R3,089.70",
8.10,Rectum and anus,,
1676,Flexible sigmoidoscopy (including rectum and anus): Hospital equipment.,"R1,223.90",
1677,"Sigmoidoscopy: First and subsequent, with or without biopsy",R325.90,
1678,Plus polypectomy: ADD to sigmoidoscopy (Item 1676),R627.60,
1679,"Sigmoidoscopy with removal of polyps, first and subsequent",R752.80,
1681,Proctoscopy with removal of polyps: First time,R527.20,
1683,Proctoscopy with removal of polyps: Subsequent times,R376.70,
1685,Endoscopic fulguration of tumour,"R1,255.30",
1687,Anterior resection of rectum performed for carcinoma of rectum including excision of any part of proximal colon necessary,"R7,362.90",
1688,Total mesorectal excision with colo-anal anastomosis and defunctioning enterostomy or colostomy,"R12,020.50",
1689,Perineal resection of rectum,"R2,722.60",
,Please note: Items 1691 and 1692: Abdominal and/or perineal assistant's fee to be charged additionally.,,
1691,Abdomino-perineal resection of rectum: Abdominal surgeon,"R7,903.90",
1692,Abdomino-perineal resection of rectum: Perineal surgeon,"R3,060.70",
1693,Abdomino-perineal resection of rectum: Local excision of rectal tumour (posterior approach),"R3,861.70",
1695,"Abdomino-perineal resection of rectum: Combined abdomino-anal pull-through procedure for Hirschsprung's disease, rectal agenesis or tumour","R7,723.90",
1697,Repair of prolapsed rectum: Abdominal: Roscoe Graham Moskovitz,"R5,793.10",
1699,Repair of prolapsed rectum: Abdominal: Ivalon sponge,"R3,861.70",
1701,Repair of prolapsed rectum: Abdominal: Perineal,"R2,896.40",
1703,Repair of prolapsed rectum: Abdominal: Thierisch suture,"R3,599.40",
1705,Incision and drainage of peri-anal abscess,R772.20,
1707,Drainage of submucous abscess,R772.20,
1709,Drainage of ischio-rectal abscess,"R1,679.70",
1711,Excision of pelvi-rectal fistula,"R3,861.70",
1713,Excision of fistula-in-ano,"R2,027.50",
1715,Operation for fissure-in-ano,"R1,452.20",
1716,Rectal Tumour: Destruction (any method):Transanal Approach,"R4,066.80",
1717,"Rectal tumour: Excision, transanal approach, EXCLUDING muscularis propria (partial thickness)","R3,564.70",
1718,"Rectal Tumour: Excision, Transanal Approach,INCLUDING muscularis propria(full thickness)","R4,742.60",
1719,Rubber band ligation of haemorrhoids: Per haemorrhoid,R192.80,
1721,Sclerosing injection for haemorrhoids: Per injection,R96.60,
1723,Haemorrhoidectomy,"R2,316.90",
1725,Drainage of external thrombosed pile,R241.20,
1727,"DISCONTINUED 2024: 1727 [Multiple procedures (haemorrhoids, fissure, etc.)] has been
discontinued","R1,737.90",
1728,"Biopsy of ano-rectal wall, for congenital megacolon","R1,170.50",
1729,Excision of anal skin tags,R482.70,
1731,Operation for low imperforate anus,"R2,027.50",
1733,Anoplasty: Y-V-plasty,R791.60,
1734,Radio frequency energy delivery or implantation of biopolymers to the anal canal muscle for the treatment of faecal incontinency (endoscopy inclusive),"R1,737.90",
1735,"DISCONTINUED 2024: 1735 [Anal
sphincteroplasty for incontinence] has been discontinued. Refer to 7220 and 7221","R2,316.90",
1737,Dilation of ano-rectal stricture,R241.20,
1739,Closure of recto-vesical fistula,"R4,653.80",
1741,Closure of recto-urethral fistula,"R4,653.80",
1742,Bio-feedback training for faecal incontinence during anorectal manometry performed by doctor,R678.00,
7212,"Internal anal sphincter, chemodenervation","R1,451.90",
7213,High imperforate anus repair excluding fistula (perineal or sacroperineal access),"R11,466.50",
7214,High imperforate anus repair excluding fistula (combined abdominal and sacroperineal access),"R13,190.60",
7215,"High imperforate anus repair including rectourethral or rectovaginal fistula (perineal or
sacroperineal access).","R12,507.20",
7216,"High imperforate anus repair including rectourethral or rectovaginal fistula (combined
transabdominal and sacroperineal accesses)","R14,445.50",
7217,"Cloaca repair, performed by
anorectovaginoplasty and urethroplasty (sacroperineal access)","R20,363.20",
7218,Cloaca repair performed by anorectovaginoplasty and urethroplasty (combined abdominal and sacroperineal access),"R22,431.00",
7219,"Cloaca repair performed by anorectovaginoplasty including urethroplasty and vaginal lengthening
with graft or flaps (combined abdominal and perineal access)","R24,303.80",
7220,"Adult anal sphincteroplasty, for incontinence or prolapse","R4,301.60",
7221,"Child anal sphincteroplasty, for incontinence or prolapse","R3,886.60",
8.11,Liver,,
1743,Needle biopsy of liver,R541.70,
1745,Biopsy of liver by laparotomy,"R4,902.90",
1747,Drainage of liver abscess or cyst,"R6,536.50",
1748,Body composition measured by bio-electrical impedance,R75.30,
1749,Hemi-hepatectomy: Right,"R18,951.10",
1751,Hemi-hepatectomy: Left,"R17,665.10",
1752,Extended right or left hepatectomy,"R19,715.80",
1753,Partial or segmental hepatectomy,"R13,412.90",
1754,Hepatico-jejunostomy,"R8,815.20",
1755,Liver transplant,"R27,049.30",
1756,Harvesting donor hepatectomy,"R11,898.80",
1757,Suture of liver wound or injury,"R7,880.60",
1744,"Extensive debridement, haemostasis and packing of liver wound or injury","R17,317.50",
1746,Re-exploration of liver wound for removal of packing,"R8,218.50",
1758,"Complex suture of liver wound or injury, including hepatic artery ligation","R10,817.70",
7223,"Laparoscopy: Surgical liver ablation (one or more
tumour(s)); radiofrequency, microwave, cryosurgical or other liver ablation","R7,235.60",
7224,"Open liver ablation (1 or more tumour(s)); radiofrequency, microwave, cryosurgical or other
liver ablation","R8,434.70",
7225,Percutaneous liver ablation (1 or more tumour(s)) radiofrequency or microwave,"R4,124.70",
7226,Percutaneous liver ablation (1 or more tumour(s)) cryoablation,"R2,504.50",
8.12,Biliary tract,,
1759,Cholecystostomy,"R5,049.60",
1761,Cholecystectomy,"R4,344.60",
1762,Cholecystectomy and operative cholangiogram,"R4,924.00",
1763,With exploration of common bile duct,"R5,107.80",
1765,Exploration of common bile duct: Secondary operation,"R7,689.40",
1767,Reconstruction of common bile duct,"R8,849.90",
1768,Resection bile duct tumour with reconstruction,"R8,969.60",
1769,Cholecysto-enterostomy or gastrostomy,"R6,685.20",
1772,Endoscopic placement of a nasobiliary drainage tube: ADD to ERCP (item 1778),R494.60,
1773,Transduodenal sphincteroplasty,"R4,344.60",
1774,Balloon dilatation of common bile duct strictures,"R2,413.80",
1775,Excision choledochal cyst with reconstruction,"R7,691.30",
1777,Porto-enterostomy for biliary atresia,"R10,033.60",
1766,Resection bile duct tumour: Intrahepatic,"R11,516.70",
7227,"Choledochostomy or choledochotomy (including exploration, drainage, or calculus removal, transduodenal sphincterotomy or sphincteroplasty) includes cholecystotomy when
performed","R7,899.80",
7229,"Diagnostic percutaneous biliary endoscopy (T- tube or other tract) including specimen(s)
collection by brushing and/or washing, when performed","R1,539.10",
7234,Cholecystectomy including exploration of common duct and choledochoenterostomy,"R7,357.20",
7235,"Cholecystectomy including exploration of common duct and transduodenal sphincterotomy or sphincteroplasty, with or without
cholangiography","R7,940.30",
7236,"Exploration of bile ducts for congenital atresia including liver biopsy and/or cholangiography when performed, excluding repair","R6,138.80",
7237,Cholecystoenterostomy; including gastroenterostomy,"R7,832.30",
7238,Roux-en-Y; cholecystoenterostomy,"R7,596.70",
7239,Roux-en-Y; cholecystoenterostomy; including gastroenterostomy,"R8,531.30",
7240,Extrahepatic biliary ducts and gastro-intestinal tract anastomosis,"R12,941.70",
7241,Intrahepatic ducts and gastro-intestinal tract anastomosis,"R17,458.40",
7242,"Roux-en-Y, including extrahepatic biliary ducts and gastro-intestinal tract anastomosis","R14,208.50",
7243,"Roux-en-Y, including intrahepatic biliary ducts and gastro-intestinal tract anastomosis","R18,520.50",
7244,Extrahepatic biliary duct suture for pre-existing injury (stand-alone procedure),"R7,872.80",
8.13,Pancreas,,
1778,Endoscopic Retrograde Cholangiopancreatography (ERCP): Endoscopy + catheterisation of pancreas duct or choledochus,"R2,033.10",
1779,"DISCONTINUED 2024: 1770 [Endoscopic
retrograde removal of stone(s) as for biliary and/or pancreatic duct. ADD to ERCP (item 1778)] has been discontinued. Refer to 7263;
7264; 7265; 7268",R397.10,
1780,Gastric and duodenal intubation,R200.70,
1781,"DISCONTINUED 2024: 1781 [Procedure
(excluding laboratory tests)] has been discontinued.",R527.20,
1782,"DISCONTINUED 2024: 1782 [Endoscopic
Sphincterotomy: ADD to ERCP (item 1778)] has been discontinued. Refer to 7262; 7267",R752.80,
1783,Drainage of pancreatic abscess,"R7,086.80",
1784,Debridement pancreatic necrosis,"R18,213.70",
1785,Internal drainage of pancreatic cyst,"R7,101.80",
1770,"DISCONTINUED 2024: 1770 [Endoscopic
placement of biliduodenal endoprosthesis: ADD
to ERCP (item 1778)] has been discontinued. Refer to items 7266, 7267, 7269",R752.80,
1786,Internal drainage of pancreatic cyst with Roux-Y,"R8,427.80",
1787,Operative pancreatogram: ADD,R685.60,
1788,Biopsy of pancreas,"R5,653.00",
1789,Pancreatico-duodenectomy,"R19,970.90",
1791,"Local, partial or subtotal pancreatectomy","R7,097.50",
1793,Distal pancreatectomy with internal drainage,"R7,287.40",
1790,Endoscopic cannulation of papilla with direct visualisation of pancreatic/common bile duct(s) (List separately in addition to code(s) for primary procedure),R898.70,
1792,Near-total pancreatectomy (with preservation of duodenum),"R10,040.40",
1794,Total pancreatectomy,"R11,707.00",
7245,"Placement of peripancreatic drains, for acute pancreatitis; including cholecystostomy, gastrostomy, and jejunostomy","R14,833.20",
7246,"Percutaneous biopsy of pancreas, with or without image guidance","R1,476.80",
7247,"Near-total pancreatectomy, with preservation of
duodenum, with pancreaticojejunostomy, including splenectomy when performed","R10,516.90",
7249,Excision of ampulla of Vater open procedure,"R8,067.70",
7250,"Whipple-type procedure: Includes pancreatectomy, proximal subtotal with total duodenectomy, partial gastrectomy, choledochoenterostomy and gastrojejunostomy
and pancreatogastrostomy","R18,595.40",
7251,"Pylorus-sparing, Whipple-type procedure: Including pancreatectomy, proximal subtotal with total duodenectomy, partial gastrectomy, choledochoenterostomy and gastrojejunostomy
including pancreatojejunostomy","R19,934.30",
7252,"Pylorus-sparing, Whipple-type procedure: Including pancreatectomy, proximal subtotal with total duodenectomy, partial gastrectomy,
choledochoenterostomy and gastrojejunostomy; without pancreatogastrostomy","R18,677.30",
7254,Marsupialisation of pancreatic cyst,"R7,431.70",
7255,Repair of pancreas injury (pancreatorrhaphy),"R8,677.80",
7256,"Duodenal exclusion, including gastrojejunostomy and biliary drainage, for pancreatic injury","R11,534.50",
7257,"Side-to-side anastomosis, pancreaticojejunostomy (Puestow-type operation
or variations)","R10,767.00",
7261,Single or multiple biopsy (Add to 1778),R99.20,
7262,Sphincterotomy/papillotomy (Add to 1778),R222.10,
7263,Pressure measurement of sphincter of Oddi (Add to 1778),R222.10,
7264,Removal of calculi/debris from biliary/pancreatic duct(s) (Add to 1778),R260.80,
7265,"With destruction of calculi, any method (e.g. mechanical, electrohydraulic, lithotripsy) (Add to
1778)",R702.80,
7266,Cannulation of papilla with direct visualisation of pancreatic/common bile duct(s) (Add to 1778),R752.40,
7267,"With placement of endoscopic stent into biliary or pancreatic duct, including pre- and post-dilation and guide wire passage, when performed, including sphincterotomy, when performed, each
stent (Add to 1778)",R884.00,
7268,With removal of foreign body(s) or stent(s) for biliary/pancreatic duct(s) (Add to 1778),R338.50,
7269,"With removal and exchange of stent(s), biliary or pancreatic duct, including pre- and post-dilation and guide wire passage, when performed, including sphincterotomy, when performed, each
stent exchanged (Add to 1778)","R1,004.70",
7270,"With trans-endoscopic balloon dilation of biliary/pancreatic duct(s) or of ampulla (sphincteroplasty), including sphincterotomy,
when performed, each duct (Add to 1778)",R353.60,
7271,"With ablation of tumour(s), polyp(s), or other lesion(s), including pre- and post-dilation and
guide wire passage, when performed (Add to 1778)",R698.50,
8.14,Peritoneal cavity,,
1797,Pneumo-peritoneum: First,R250.50,
1799,Pneumo-peritoneum: Repeat,R115.90,
1800,Peritoneal lavage,R386.40,
1801,Diagnostic paracentesis: Abdomen,R154.30,
1803,Therapeutic paracentesis: Abdomen,R250.50,
1807,ADD to open procedure where procedure was performed through a laparoscope (for anaesthetic refer to modifier 0027),R869.20,
1808,Omentectomy (separate procedures),"R3,652.10",
1809,Laparotomy,"R3,784.60",
1810,Radical removal of retro-peritoneal malignant tumours (including sacro-coccygeal and pre-sacral),"R6,758.40",
1811,Suture of burst abdomen,"R3,636.30",
1812,Laparotomy for control of surgical haemorrhage,"R2,027.50",
1813,Drainage of sub-phrenic abscess,"R3,475.50",
1815,Drainage of other intraperitoneal abscess (excluding appendix abscess): Transabdominal,"R6,979.70",
1817,Drainage of other intraperitoneal abscess (excluding appendix abscess): Transrectal drainage of pelvic abscess,"R1,448.20",
7280,Retroperitoneal exploration (Includes biopsy if performed). Stand-alone procedure,"R5,300.80",
7281,"Pre-peritoneal pelvic packing for traumatic haemorrhage, includes local exploration when
performed","R2,619.60",
7282,"Removal of preperitoneal pelvic packing, re- exploration of pelvic wound and repacking, when performed","R2,175.50",
7283,"Open drainage of retroperitoneal abscess (Including irrigation and placement of drain, if performed)","R6,310.40",
7284,Open drainage of extraperitoneal lymphocele (Including irrigation),"R4,432.20",
9,Herniae,,
1819,Inguinal or femoral hernia: Adult,"R2,413.80",
1821,Inguinal or femoral hernia: Child under 14 years,"R1,737.90",
1823,Inguinal hernia: Infant under one year,"R1,931.00",
1825,Recurrent inguinal or femoral hernia,"R2,993.30",
1827,Strangulated hernia or femoral hernia,"R4,595.80",
1829,Epigastric hernia,"R1,801.80",
1831,Umbilical hernia: Adult,"R2,703.20",
1833,Umbilical hernia: Child under 14 years,"R1,158.60",
1835,Incisional hernia,"R3,221.20",
1836,Implantation of mesh or other prosthesis for incisional or ventral hernia repair (List separately in addition to item for the incisional or ventral hernia repair),"R1,487.00",
7222,"Repair of newborn, large omphalocele or
gastroschisis (including prosthesis)","R28,272.20",
1837,"Repair of newborn omphalocele, (small or
gastroschisis including primary closure)","R5,310.50",
10,Urinary System,,
,RULES GOVERNING THE SECTION URINARY SYSTEM, ,
FF.,"(a) When a cystoscopy precedes a related operation, Modifier 0013: Endoscopic examination done at an operation, applies, e.g. cystoscopy followed by transurethral (TUR) prostatectomy.  (b) When a cystoscopy precedes an unrelated operation, Modifier 0005: Multiple procedures/operations under the same anaesthetic, applies, e.g. cystoscopy for urinary tract infection followed by inguinal hernia repair.  (c) No modifier applies to item 1949: Cystoscopy, when performed together with any of items 1951 to 1973.",,
10.1,Kidney,,
1839,Renal biopsy: Per kidney: Open,"R1,782.20",
1841,Renal biopsy: Needle,R752.80,
1843,Peritoneal dialysis: First day,R828.40,
1845,Peritoneal dialysis: Every subsequent day,R828.40,
1847,Haemodialysis: Per hour or part thereof,R527.20,
1849,Haemodialysis: Maximum: Eight hours,"R4,217.60",
1851,Haemodialysis: Thereafter per week,"R1,380.60",
1852,Continuous haemodiafiltration per day in intensive or high care unit,R828.40,
1853,Nephrectomy: Primary nephrectomy,"R4,344.60",
1855,Nephrectomy: Secondary nephrectomy,"R5,155.90",
1857,Radical with regional lymph adenectomy for tumour,"R5,407.10",
1859,Nephrectomy: Partial,"R5,155.90",
1861,Symphysiotomy for horse-shoe kidney,"R5,541.70",
1863,Nephro-ureterectomy,"R5,889.30",
1865,Nephrotomy with drainage nephrostomy,"R4,744.50",
1868,"Nephrolithotomy, for congenital kidney abnormality, complicated","R5,182.70",
1869,Nephrolithotomy,"R4,383.40",
1870,Nephrolithotomy: Multiple calculi: Repeat open operation + 25%,"R5,483.80",
1871,Staghorn stone: Surgical,"R6,584.70",
1873,Suture renal laceration (renorraphy),"R3,726.80",
1875,"Percutaneous aspiration cyst: Nephrostomy, pyelostomy",R853.30,
1877,Operation for renal cyst: Marsupialisation or excision,"R3,649.70",
1878,"Ablation of 1 or more renal tumour(s): Cryotherapy, percutaneous, unilateral ","R2,661.00",
1879,Closure renal fistula,"R4,744.50",
1881,Pyeloplasty,"R4,865.70",
1882,"Pyeloplasty, complicated; with or without plastic procedure on ureter; nephropexy; nephrostomy; pyelostomy; ureteral splinting. (Secondary procedure for congenital kidney abnormality or solitary kidney)","R6,327.80",
1883,Pyelostomy,"R3,649.70",
1885,Pyelolithotomy,"R3,649.70",
1887,"Complicated pyelo-lithotomy (e.g. solitary, ectopic, horse-shoe kidney or secondary operation)","R4,306.20",
1889,Nephrectomy for Allograft: Living or dead,"R4,924.00",
1891,Perinephric abscess or renal abscess: Drainage,"R3,861.70",
1893,Aberrant renal vessels: Repositioning with pyeloplasty,"R4,055.00",
1894,Auto transplantation of kidney,"R8,110.10",
1895,Allo transplantation of kidney,"R8,110.10",
1860,"Laparoscopic nephrectomy, partial (item 1807 may not be added to this item)","R6,025.10",
1862,"Laparoscopic nephrectomy, includes partial ureterectomy (item 1807 may not be added to this item)","R5,213.90",
1880,Laparoscopic ablation of renal mass or lesion(s) (item 1807 may not be added to this item),"R4,518.80",
1890,Laparoscopic living donor nephrectomy (item 1807 may not be added to this item),"R5,793.20",
1892,Laparoscopic drainage of lymphocele to peritoneal cavity (item 1807 may not be added to this item),"R5,665.70",
10.2,Ureter,,
1897,Ureterorraphy: Suture of ureter,"R2,838.40",
1898,Ureterorraphy: Lumbar approach,"R3,649.70",
1899,Ureteroplasty,"R3,495.00",
1901,Ureterolysis,"R2,278.40",
1902,Ureterolysis: Lumbar approach,"R3,649.70",
1903,Ureterectomy only,"R2,645.50",
1905,Ureterolithotomy,"R5,132.20",
1907,Cutaneous ureterostomy: Unilateral,"R2,085.20",
1909,Cutaneous ureterostomy: Bilateral,"R3,649.70",
1911,Uretero-enterostomy: Unilateral,"R2,645.50",
1913,Uretero-enterostomy: Bilateral,"R4,634.30",
1915,Uretero-ureterostomy,"R2,645.50",
1917,Transuretero-ureterostomy,"R2,993.30",
1919,Closure of ureteric fistula,"R2,838.40",
1921,Immediate deligation of ureter,"R2,838.40",
1923,Ureterolysis for retrocaval ureter with anastomosis,"R3,244.20",
1924,Ureterocalicostomy,"R5,114.90",
1925,Uretero-pyelostomy,"R4,865.70",
1927,Uretero-neo-cystostomy: Unilateral,"R6,103.80",
1929,Uretero-neo-cystostomy: Bilateral,"R9,156.00",
1931,Uretero-neo-cystostomy: With Boariplasty,"R6,792.80",
1933,Uretero-sigmoidostomy with rectal bladder and colostomy,"R4,865.70",
1935,Uretero-ileal conduit,"R7,492.30",
1937,Replacement of ureter by bowel segment: Unilateral,"R5,348.80",
1939,Replacement of ureter by bowel segment: Bilateral,"R9,365.40",
1941,Ureterostomy-in-situ: Unilateral,"R1,931.00",
1943,Ureterostomy-in-situ: Bilateral,"R3,379.30",
1904,Ureterectomy with bladder cuff (stand alone procedure),"R5,692.70",
1932,"Laparoscopic uretero-neocystostomy, excludes cystoscopy and ureteral stent insertion (item 1807 may not be added to this item)","R6,973.00",
1936,Contrast injection for ileal conduit visualisation,,Refer Rule C
10.3,Bladder,,
1952,J J Stent catheter,R850.00,
1953,With hydrodilatation of the bladder for interstitial cystitis,R96.60,
1954,Uretroscopy,R675.80,
1955,And bilateral ureteric catheterisation with differential function studies requiring additional attention time,R675.80,
1957,With dilatation of the ureter or ureters,R482.70,
1959,With manipulation of ureteral calculus,R386.40,
1961,With removal of foreign body or calculus from urethra or bladder,R386.40,
1963,"With fulguration or treatment of minor lesions, with or without biopsy",R289.70,
1964,And control of haemorrhage and blood clot evacuation,R289.70,
1965,And catheterisation of the ejaculatory duct,R192.80,
1967,With ureteric meatotomy: Unilateral or bilateral,R289.70,
1969,And cold biopsy,R289.70,
1971,With cryosurgery for bladder or prostatic disease,"R1,061.70",
1973,"With incision fulguration, or resection of bladder neck and/or posterior urethra for congenital valves or obstructive hypertrophic bladder neck in a child",R675.80,
1975,Ultraviolet cystoscopy for bladder tumour,"R1,158.60",
1976,Optic urethrotomy,"R1,544.90",
1977,Transurethral resection of ejaculatory duct,"R1,171.80",
1979,Internal urethrotomy: Female,R965.70,
